Dataset,Model,DimReduction,Dimensions,AnomalyMethod,Accuracy,Precision,Recall,F1,AUC
plantpathology,regnet_y_32gf,umap,1,IsolationForest,0.832,0.9539473684210527,0.8055555555555556,0.8734939759036144,0.8527777777777777
plantpathology,regnet_y_32gf,umap,1,OneClassSVM,0.6,0.9166666666666666,0.4888888888888889,0.6376811594202898,0.6873015873015873
plantpathology,regnet_y_32gf,umap,1,LOF,0.804,0.958041958041958,0.7611111111111111,0.848297213622291,0.8376984126984127
plantpathology,regnet_y_32gf,umap,1,GMM,0.526,0.984251968503937,0.3472222222222222,0.5133470225872689,0.666468253968254
plantpathology,regnet_y_32gf,pca,2,IQR+CI,0.266,0.23076923076923078,0.008333333333333333,0.0160857908847185,0.46845238095238095
plantpathology,regnet_y_32gf,pca,2,IsolationForest,0.362,0.7971014492753623,0.1527777777777778,0.2564102564102564,0.5263888888888888
plantpathology,regnet_y_32gf,pca,2,OneClassSVM,0.41,0.8037383177570093,0.2388888888888889,0.3683083511777302,0.5444444444444445
plantpathology,regnet_y_32gf,pca,2,LOF,0.304,0.75,0.05,0.09375,0.5035714285714287
plantpathology,regnet_y_32gf,pca,2,GMM,0.276,0.0,0.0,0.0,0.4928571428571429
plantpathology,regnet_y_32gf,pca,1,IQR+CI,0.266,0.23076923076923078,0.008333333333333333,0.0160857908847185,0.46845238095238095
plantpathology,regnet_y_32gf,pca,1,IsolationForest,0.362,0.7971014492753623,0.1527777777777778,0.2564102564102564,0.5263888888888888
plantpathology,regnet_y_32gf,pca,1,OneClassSVM,0.41,0.8037383177570093,0.2388888888888889,0.3683083511777302,0.5444444444444445
plantpathology,regnet_y_32gf,pca,1,LOF,0.304,0.75,0.05,0.09375,0.5035714285714287
plantpathology,regnet_y_32gf,pca,1,GMM,0.276,0.0,0.0,0.0,0.4928571428571429
plantpathology,regnet_y_3_2gf,tsne,2,IQR+CI,0.468,0.9385964912280702,0.2923497267759563,0.44583333333333336,0.6200554604029035
plantpathology,regnet_y_3_2gf,tsne,2,IsolationForest,0.508,0.9054054054054054,0.366120218579235,0.5214007782101168,0.6308213033194683
plantpathology,regnet_y_3_2gf,tsne,2,OneClassSVM,0.48,0.8732394366197183,0.33879781420765026,0.4881889763779528,0.6022347279993475
plantpathology,regnet_y_3_2gf,tsne,2,LOF,0.458,0.9439252336448598,0.27595628415300544,0.427061310782241,0.6155900823750101
plantpathology,regnet_y_3_2gf,tsne,2,GMM,0.416,0.9743589743589743,0.20765027322404372,0.34234234234234234,0.5963624500448577
plantpathology,regnet_y_3_2gf,tsne,1,IQR+CI,0.688,0.9166666666666666,0.6311475409836066,0.7475728155339806,0.7372155615365794
plantpathology,regnet_y_3_2gf,tsne,1,IsolationForest,0.772,0.95,0.726775956284153,0.8235294117647058,0.8111491721719273
plantpathology,regnet_y_3_2gf,tsne,1,OneClassSVM,0.64,0.9227272727272727,0.5546448087431693,0.6928327645051194,0.7138895685506892
plantpathology,regnet_y_3_2gf,tsne,1,LOF,0.376,0.9090909090909091,0.16393442622950818,0.2777777777777778,0.5595791534132616
plantpathology,regnet_y_3_2gf,tsne,1,GMM,0.31,0.92,0.06284153005464481,0.11764705882352941,0.5239580784601582
plantpathology,regnet_y_3_2gf,umap,2,IQR+CI,0.59,0.9447513812154696,0.4672131147540984,0.6252285191956124,0.6962931245412283
plantpathology,regnet_y_3_2gf,umap,2,IsolationForest,0.676,0.9396551724137931,0.5956284153005464,0.7290969899665551,0.745575401680124
plantpathology,regnet_y_3_2gf,umap,2,OneClassSVM,0.562,0.8808290155440415,0.4644808743169399,0.6082289803220036,0.6464195416360821
plantpathology,regnet_y_3_2gf,umap,2,LOF,0.528,0.9710144927536232,0.366120218579235,0.5317460317460317,0.6681347361552892
plantpathology,regnet_y_3_2gf,umap,2,GMM,0.384,0.967741935483871,0.16393442622950818,0.2803738317757009,0.5745045265475899
plantpathology,regnet_y_3_2gf,umap,1,IQR+CI,0.634,0.933649289099526,0.5382513661202186,0.682842287694974,0.7168868770899601
plantpathology,regnet_y_3_2gf,umap,1,IsolationForest,0.78,0.9507042253521126,0.7377049180327869,0.8307692307692308,0.8166136530462443
plantpathology,regnet_y_3_2gf,umap,1,OneClassSVM,0.704,0.9467213114754098,0.6311475409836066,0.7573770491803279,0.7670663078052362
plantpathology,regnet_y_3_2gf,umap,1,LOF,0.588,0.9761904761904762,0.44808743169398907,0.6142322097378277,0.7091183427126663
plantpathology,regnet_y_3_2gf,umap,1,GMM,0.58,0.9875,0.43169398907103823,0.6007604562737643,0.7083843079683549
plantpathology,regnet_y_3_2gf,pca,2,IQR+CI,0.45,0.9026548672566371,0.2786885245901639,0.42588726513569936,0.5982994861756791
plantpathology,regnet_y_3_2gf,pca,2,IsolationForest,0.492,0.9,0.3442622950819672,0.4980237154150198,0.6198923415708344
plantpathology,regnet_y_3_2gf,pca,2,OneClassSVM,0.452,0.8285714285714286,0.31693989071038253,0.45849802371541504,0.5689177065492211
plantpathology,regnet_y_3_2gf,pca,2,LOF,0.454,0.8907563025210085,0.2896174863387978,0.43711340206185567,0.5963012804828318
plantpathology,regnet_y_3_2gf,pca,2,GMM,0.376,0.9655172413793104,0.15300546448087432,0.2641509433962264,0.5690400456732729
plantpathology,regnet_y_3_2gf,pca,1,IQR+CI,0.45,0.9026548672566371,0.2786885245901639,0.42588726513569936,0.5982994861756791
plantpathology,regnet_y_3_2gf,pca,1,IsolationForest,0.492,0.9,0.3442622950819672,0.4980237154150198,0.6198923415708344
plantpathology,regnet_y_3_2gf,pca,1,OneClassSVM,0.434,0.8373983739837398,0.2814207650273224,0.4212678936605317,0.5660835168420194
plantpathology,regnet_y_3_2gf,pca,1,LOF,0.454,0.8907563025210085,0.2896174863387978,0.43711340206185567,0.5963012804828318
plantpathology,regnet_y_3_2gf,pca,1,GMM,0.376,0.9655172413793104,0.15300546448087432,0.2641509433962264,0.5690400456732729
plantpathology,regnet_y_400mf,tsne,2,IQR+CI,0.732,0.9665271966527197,0.6470588235294118,0.7751677852348994,0.7955573837926779
plantpathology,regnet_y_400mf,tsne,2,IsolationForest,0.792,0.9469964664310954,0.7507002801120448,0.8375,0.82290258760847
plantpathology,regnet_y_400mf,tsne,2,OneClassSVM,0.56,0.8784530386740331,0.44537815126050423,0.5910780669144982,0.6457659987071751
plantpathology,regnet_y_400mf,tsne,2,LOF,0.77,0.9618320610687023,0.7058823529411765,0.81421647819063,0.8179761415055534
plantpathology,regnet_y_400mf,tsne,2,GMM,0.484,0.9805825242718447,0.28291316526610644,0.4391304347826087,0.6344635756400462
plantpathology,regnet_y_400mf,tsne,1,IQR+CI,0.444,0.9340659340659341,0.23809523809523808,0.3794642857142857,0.5980685980685981
plantpathology,regnet_y_400mf,tsne,1,IsolationForest,0.812,0.9488054607508533,0.7787114845938375,0.8553846153846154,0.8369081898493662
plantpathology,regnet_y_400mf,tsne,1,OneClassSVM,0.682,0.9304347826086956,0.5994397759103641,0.7291311754684838,0.7437758320111262
plantpathology,regnet_y_400mf,tsne,1,LOF,0.568,0.9548387096774194,0.41456582633053224,0.578125,0.6828073886897417
plantpathology,regnet_y_400mf,tsne,1,GMM,0.438,0.975,0.2184873949579832,0.35697940503432496,0.6022506904859847
plantpathology,regnet_y_400mf,umap,2,IQR+CI,0.814,0.9615384615384616,0.7703081232492998,0.8553654743390358,0.8466925231631114
plantpathology,regnet_y_400mf,umap,2,IsolationForest,0.818,0.9493243243243243,0.7871148459383753,0.8606431852986217,0.8411098705216351
plantpathology,regnet_y_400mf,umap,2,OneClassSVM,0.576,0.9096045197740112,0.45098039215686275,0.602996254681648,0.6695461401343754
plantpathology,regnet_y_400mf,umap,2,LOF,0.704,0.9728506787330317,0.6022408963585434,0.7439446366782007,0.7801414272002508
plantpathology,regnet_y_400mf,umap,2,GMM,0.52,0.9834710743801653,0.3333333333333333,0.497907949790795,0.6596736596736597
plantpathology,regnet_y_400mf,umap,1,IQR+CI,0.72,0.9392712550607287,0.6498599439775911,0.7682119205298014,0.772482419541243
plantpathology,regnet_y_400mf,umap,1,IsolationForest,0.822,0.9496644295302014,0.7927170868347339,0.8641221374045801,0.8439109909698144
plantpathology,regnet_y_400mf,umap,1,OneClassSVM,0.73,0.93359375,0.6694677871148459,0.7797716150081566,0.7752933341168635
plantpathology,regnet_y_400mf,umap,1,LOF,0.54,0.9847328244274809,0.36134453781512604,0.5286885245901639,0.6736792619145562
plantpathology,regnet_y_400mf,umap,1,GMM,0.6,0.9875776397515528,0.44537815126050423,0.6138996138996139,0.7156960686372451
plantpathology,regnet_y_400mf,pca,2,IQR+CI,0.74,0.9416342412451362,0.6778711484593838,0.7882736156351792,0.7864880217821394
plantpathology,regnet_y_400mf,pca,2,IsolationForest,0.752,0.9429657794676806,0.6946778711484594,0.8,0.7948913831266772
plantpathology,regnet_y_400mf,pca,2,OneClassSVM,0.608,0.9086294416243654,0.5014005602240896,0.6462093862815884,0.6877632171749819
plantpathology,regnet_y_400mf,pca,2,LOF,0.546,0.9166666666666666,0.4005602240896359,0.557504873294347,0.6548255665902725
plantpathology,regnet_y_400mf,pca,2,GMM,0.472,0.979381443298969,0.2661064425770308,0.4185022026431718,0.6260602142955084
plantpathology,regnet_y_400mf,pca,1,IQR+CI,0.74,0.9416342412451362,0.6778711484593838,0.7882736156351792,0.7864880217821394
plantpathology,regnet_y_400mf,pca,1,IsolationForest,0.752,0.9429657794676806,0.6946778711484594,0.8,0.7948913831266772
plantpathology,regnet_y_400mf,pca,1,OneClassSVM,0.61,0.9175257731958762,0.49859943977591037,0.6460980036297641,0.6933556639438992
plantpathology,regnet_y_400mf,pca,1,LOF,0.546,0.9166666666666666,0.4005602240896359,0.557504873294347,0.6548255665902725
plantpathology,regnet_y_400mf,pca,1,GMM,0.472,0.979381443298969,0.2661064425770308,0.4185022026431718,0.6260602142955084
plantpathology,regnet_y_800mf,tsne,2,IQR+CI,0.484,0.9583333333333334,0.2658959537572254,0.416289592760181,0.6199609638915997
plantpathology,regnet_y_800mf,tsne,2,IsolationForest,0.514,0.8814814814814815,0.3439306358381503,0.49480249480249483,0.6200172659710232
plantpathology,regnet_y_800mf,tsne,2,OneClassSVM,0.496,0.8175675675675675,0.34971098265895956,0.4898785425101215,0.5871931536671421
plantpathology,regnet_y_800mf,tsne,2,LOF,0.464,0.9431818181818182,0.2398843930635838,0.3824884792626728,0.6037084302980257
plantpathology,regnet_y_800mf,tsne,2,GMM,0.362,0.9354838709677419,0.0838150289017341,0.15384615384615385,0.5354140079573606
plantpathology,regnet_y_800mf,tsne,1,IQR+CI,0.468,1.0,0.23121387283236994,0.3755868544600939,0.6156069364161849
plantpathology,regnet_y_800mf,tsne,1,IsolationForest,0.756,0.9375,0.6936416184971098,0.7973421926910299,0.794872757300503
plantpathology,regnet_y_800mf,tsne,1,OneClassSVM,0.554,0.896774193548387,0.40173410404624277,0.5548902195608783,0.6489190000750694
plantpathology,regnet_y_800mf,tsne,1,LOF,0.716,0.9112903225806451,0.653179190751445,0.7609427609427609,0.7551610239471512
plantpathology,regnet_y_800mf,tsne,1,GMM,0.518,0.981651376146789,0.3092485549132948,0.4703296703296703,0.648130770963141
plantpathology,regnet_y_800mf,umap,2,IQR+CI,0.518,0.9906542056074766,0.3063583815028902,0.46799116997792495,0.6499324375046919
plantpathology,regnet_y_800mf,umap,2,IsolationForest,0.588,0.9069767441860465,0.4508670520231214,0.6023166023166023,0.6734854740635088
plantpathology,regnet_y_800mf,umap,2,OneClassSVM,0.544,0.8881578947368421,0.3901734104046243,0.5421686746987951,0.639891900007507
plantpathology,regnet_y_800mf,umap,2,LOF,0.528,0.9824561403508771,0.3236994219653179,0.48695652173913045,0.6553562044891525
plantpathology,regnet_y_800mf,umap,2,GMM,0.52,0.9818181818181818,0.31213872832369943,0.47368421052631576,0.6495758576683431
plantpathology,regnet_y_800mf,umap,1,IQR+CI,0.514,1.0,0.2976878612716763,0.45879732739420936,0.6488439306358381
plantpathology,regnet_y_800mf,umap,1,IsolationForest,0.728,0.9338842975206612,0.653179190751445,0.7687074829931972,0.7746415434276706
plantpathology,regnet_y_800mf,umap,1,OneClassSVM,0.66,0.919047619047619,0.5578034682080925,0.6942446043165468,0.723706928909241
plantpathology,regnet_y_800mf,umap,1,LOF,0.582,0.9477124183006536,0.4190751445086705,0.5811623246492986,0.6835635462803092
plantpathology,regnet_y_800mf,umap,1,GMM,0.528,0.9824561403508771,0.3236994219653179,0.48695652173913045,0.6553562044891525
plantpathology,regnet_y_800mf,pca,2,IQR+CI,0.388,0.9347826086956522,0.12427745664739884,0.2193877551020408,0.5523984685834397
plantpathology,regnet_y_800mf,pca,2,IsolationForest,0.428,0.8260869565217391,0.21965317919075145,0.3470319634703196,0.5578785376473238
plantpathology,regnet_y_800mf,pca,2,OneClassSVM,0.414,0.8045977011494253,0.2023121387283237,0.3233256351039261,0.5459612641693566
plantpathology,regnet_y_800mf,pca,2,LOF,0.336,0.85,0.049132947976878616,0.09289617486338798,0.5148262142481795
plantpathology,regnet_y_800mf,pca,2,GMM,0.376,0.9473684210526315,0.10404624277456648,0.1875,0.5455296148937767
plantpathology,regnet_y_800mf,pca,1,IQR+CI,0.388,0.9347826086956522,0.12427745664739884,0.2193877551020408,0.5523984685834397
plantpathology,regnet_y_800mf,pca,1,IsolationForest,0.428,0.8260869565217391,0.21965317919075145,0.3470319634703196,0.5578785376473238
plantpathology,regnet_y_800mf,pca,1,OneClassSVM,0.412,0.7954545454545454,0.2023121387283237,0.3225806451612903,0.5427145109226035
plantpathology,regnet_y_800mf,pca,1,LOF,0.336,0.85,0.049132947976878616,0.09289617486338798,0.5148262142481795
plantpathology,regnet_y_800mf,pca,1,GMM,0.376,0.9473684210526315,0.10404624277456648,0.1875,0.5455296148937767
plantpathology,regnet_y_8gf,tsne,2,IQR+CI,0.424,1.0,0.19553072625698323,0.32710280373831774,0.5977653631284916
plantpathology,regnet_y_8gf,tsne,2,IsolationForest,0.492,0.8880597014925373,0.3324022346368715,0.483739837398374,0.613384215909985
plantpathology,regnet_y_8gf,tsne,2,OneClassSVM,0.496,0.9076923076923077,0.329608938547486,0.48360655737704916,0.6225509481469825
plantpathology,regnet_y_8gf,tsne,2,LOF,0.432,0.9111111111111111,0.22905027932960895,0.36607142857142855,0.5863561255802975
plantpathology,regnet_y_8gf,tsne,2,GMM,0.434,0.9746835443037974,0.21508379888268156,0.3524027459954233,0.600499645920214
plantpathology,regnet_y_8gf,tsne,1,IQR+CI,0.36,0.7794117647058824,0.14804469273743018,0.24882629107981222,0.5212054449602643
plantpathology,regnet_y_8gf,tsne,1,IsolationForest,0.642,0.9282296650717703,0.5418994413407822,0.6843033509700176,0.7181328192619404
plantpathology,regnet_y_8gf,tsne,1,OneClassSVM,0.504,0.8928571428571429,0.34916201117318435,0.5020080321285141,0.6217641041781415
plantpathology,regnet_y_8gf,tsne,1,LOF,0.752,0.9398496240601504,0.6983240223463687,0.8012820512820513,0.7928239830041702
plantpathology,regnet_y_8gf,tsne,1,GMM,0.282,0.3333333333333333,0.002793296089385475,0.00554016620498615,0.494354394523566
plantpathology,regnet_y_8gf,umap,2,IQR+CI,0.596,0.9534883720930233,0.4581005586592179,0.6188679245283019,0.7008812652451019
plantpathology,regnet_y_8gf,umap,2,IsolationForest,0.656,0.9305555555555556,0.5614525139664804,0.7003484320557491,0.7279093555747895
plantpathology,regnet_y_8gf,umap,2,OneClassSVM,0.606,0.8815165876777251,0.5195530726256983,0.6537785588752196,0.6717483672987646
plantpathology,regnet_y_8gf,umap,2,LOF,0.584,0.96875,0.4329608938547486,0.5984555984555985,0.6988748131245575
plantpathology,regnet_y_8gf,umap,2,GMM,0.496,0.9818181818181818,0.3016759776536313,0.46153846153846156,0.6437957353056889
plantpathology,regnet_y_8gf,umap,1,IQR+CI,0.818,0.989010989010989,0.7541899441340782,0.8557844690966719,0.866531591785349
plantpathology,regnet_y_8gf,umap,1,IsolationForest,0.838,0.9511400651465798,0.8156424581005587,0.8781954887218045,0.8550043276418287
plantpathology,regnet_y_8gf,umap,1,OneClassSVM,0.816,0.9375,0.7960893854748603,0.8610271903323263,0.8311432842867258
plantpathology,regnet_y_8gf,umap,1,LOF,0.816,0.9889705882352942,0.7513966480446927,0.8539682539682539,0.8651349437406564
plantpathology,regnet_y_8gf,umap,1,GMM,0.766,0.9918367346938776,0.6787709497206704,0.8059701492537313,0.8323432213392085
plantpathology,regnet_y_8gf,pca,2,IQR+CI,0.432,0.9111111111111111,0.22905027932960895,0.36607142857142855,0.5863561255802975
plantpathology,regnet_y_8gf,pca,2,IsolationForest,0.544,0.90625,0.40502793296089384,0.5598455598455598,0.6496970650719962
plantpathology,regnet_y_8gf,pca,2,OneClassSVM,0.436,0.8333333333333334,0.26536312849162014,0.4025423728813559,0.5657801557951059
plantpathology,regnet_y_8gf,pca,2,LOF,0.432,0.8854166666666666,0.23743016759776536,0.3744493392070485,0.5799826894326855
plantpathology,regnet_y_8gf,pca,2,GMM,0.374,0.9591836734693877,0.13128491620111732,0.23095823095823095,0.5586002045794319
plantpathology,regnet_y_8gf,pca,1,IQR+CI,0.432,0.9111111111111111,0.22905027932960895,0.36607142857142855,0.5863561255802975
plantpathology,regnet_y_8gf,pca,1,IsolationForest,0.544,0.90625,0.40502793296089384,0.5598455598455598,0.6496970650719962
plantpathology,regnet_y_8gf,pca,1,OneClassSVM,0.424,0.8240740740740741,0.24860335195530725,0.38197424892703863,0.5574002675269494
plantpathology,regnet_y_8gf,pca,1,LOF,0.432,0.8854166666666666,0.23743016759776536,0.3744493392070485,0.5799826894326855
plantpathology,regnet_y_8gf,pca,1,GMM,0.374,0.9591836734693877,0.13128491620111732,0.23095823095823095,0.5586002045794319
plantpathology,resnet101,tsne,2,IQR+CI,0.39,0.890625,0.16056338028169015,0.2720763723150358,0.5561437591063624
plantpathology,resnet101,tsne,2,IsolationForest,0.44,0.8571428571428571,0.2535211267605634,0.391304347826087,0.5750364254492473
plantpathology,resnet101,tsne,2,OneClassSVM,0.442,0.8392857142857143,0.2647887323943662,0.4025695931477516,0.5703254006799418
plantpathology,resnet101,tsne,2,LOF,0.302,0.6875,0.030985915492957747,0.05929919137466307,0.49825157843613405
plantpathology,resnet101,tsne,2,GMM,0.336,0.9259259259259259,0.07042253521126761,0.13089005235602094,0.5283147158814958
plantpathology,resnet101,tsne,1,IQR+CI,0.706,0.8969465648854962,0.6619718309859155,0.7617504051863857,0.7378824672170956
plantpathology,resnet101,tsne,1,IsolationForest,0.648,0.9282296650717703,0.5464788732394367,0.6879432624113475,0.7215152986886839
plantpathology,resnet101,tsne,1,OneClassSVM,0.61,0.8960396039603961,0.5098591549295775,0.6499102333931778,0.6825157843613404
plantpathology,resnet101,tsne,1,LOF,0.698,0.9180327868852459,0.6309859154929578,0.7479131886477463,0.7465274405050996
plantpathology,resnet101,tsne,1,GMM,0.354,0.9444444444444444,0.09577464788732394,0.17391304347826086,0.5409907722195241
plantpathology,resnet101,umap,2,IQR+CI,0.44,0.9518072289156626,0.22253521126760564,0.3607305936073059,0.5974745021855269
plantpathology,resnet101,umap,2,IsolationForest,0.532,0.9006622516556292,0.38309859154929576,0.5375494071146245,0.6398251578436134
plantpathology,resnet101,umap,2,OneClassSVM,0.486,0.8602941176470589,0.3295774647887324,0.47657841140529533,0.5992714910150558
plantpathology,resnet101,umap,2,LOF,0.41,0.96875,0.17464788732394365,0.29594272076372313,0.5804273919378339
plantpathology,resnet101,umap,2,GMM,0.4,0.9661016949152542,0.16056338028169015,0.2753623188405797,0.5733851384167071
plantpathology,resnet101,umap,1,IQR+CI,0.364,1.0,0.10422535211267606,0.18877551020408162,0.5521126760563381
plantpathology,resnet101,umap,1,IsolationForest,0.786,0.9460431654676259,0.7408450704225352,0.8309636650868878,0.8186983972802331
plantpathology,resnet101,umap,1,OneClassSVM,0.708,0.9446808510638298,0.6253521126760564,0.752542372881356,0.7678484701311317
plantpathology,resnet101,umap,1,LOF,0.654,0.946078431372549,0.543661971830986,0.6905187835420393,0.7338999514327343
